-85.18,-120.0,-85.2,-104.5,-120.0,-120.0,1
-86.65,-120.0,-85.31,-88.0,-98.0,-120.0,1
-85.5,-120.0,-85.15,-85.0,-96.5,-120.0,1
-90.13,-120.0,-86.0,-102.0,-95.25,-120.0,1
-90.75,-120.0,-83.52,-103.5,-97.33,-120.0,1
-92.62,-120.0,-81.55,-83.75,-95.67,-120.0,1
-93.5,-120.0,-81.18,-120.0,-97.0,-120.0,1
-93.33,-120.0,-78.85,-85.0,-101.75,-120.0,1
-91.53,-120.0,-82.47,-91.0,-96.5,-120.0,1
-90.92,-120.0,-80.31,-120.0,-120.0,-120.0,1
-87.4,-120.0,-79.0,-89.0,-98.0,-120.0,1
-85.5,-120.0,-81.73,-93.0,-120.0,-120.0,1
-81.11,-120.0,-80.83,-104.0,-120.0,-120.0,1
-85.05,-120.0,-85.71,-92.5,-99.0,-120.0,1
-80.43,-120.0,-82.8,-120.0,-120.0,-120.0,1
-72.9,-120.0,-86.19,-90.0,-120.0,-120.0,1
-77.93,-120.0,-83.54,-94.0,-120.0,-120.0,1
-77.61,-120.0,-85.93,-80.33,-98.0,-120.0,1
-85.1,-120.0,-83.35,-86.0,-108.0,-120.0,1
-88.64,-120.0,-84.46,-99.0,-96.25,-120.0,1
-86.6,-120.0,-85.38,-91.0,-96.33,-120.0,1
-89.0,-120.0,-82.84,-103.0,-99.67,-120.0,1
-90.58,-120.0,-81.39,-83.0,-96.43,-120.0,1
-90.36,-120.0,-78.61,-94.5,-101.25,-120.0,1
-89.67,-120.0,-77.53,-92.0,-95.5,-120.0,1
-90.0,-120.0,-80.9,-84.0,-95.33,-120.0,1
-89.86,-120.0,-80.67,-98.0,-96.0,-120.0,1
-92.56,-120.0,-79.67,-81.0,-103.25,-120.0,1
-91.92,-120.0,-81.13,-101.5,-96.4,-120.0,1
-92.08,-120.0,-83.0,-87.0,-98.0,-120.0,1
-90.43,-120.0,-83.79,-88.0,-107.0,-120.0,1
-87.88,-120.0,-85.18,-97.67,-120.0,-120.0,1
-88.22,-120.0,-83.85,-86.0,-120.0,-120.0,1
-85.93,-120.0,-80.74,-94.0,-98.0,-120.0,1
-82.77,-120.0,-78.38,-106.5,-120.0,-120.0,1
-88.14,-120.0,-86.17,-104.5,-97.0,-120.0,1
-84.73,-120.0,-87.29,-106.0,-120.0,-120.0,1
-86.43,-120.0,-81.95,-120.0,-120.0,-120.0,1
-84.88,-120.0,-81.13,-120.0,-98.0,-120.0,1
-80.94,-120.0,-84.09,-91.0,-120.0,-120.0,1
-77.85,-120.0,-83.7,-105.5,-120.0,-120.0,1
-77.07,-120.0,-87.63,-105.5,-120.0,-120.0,1
-77.48,-120.0,-85.11,-94.0,-109.5,-120.0,1
-87.92,-120.0,-83.57,-100.5,-99.0,-120.0,1
-87.67,-120.0,-81.12,-84.0,-120.0,-120.0,1
-82.57,-120.0,-78.64,-97.5,-96.0,-120.0,1
-83.22,-120.0,-81.33,-83.5,-95.33,-120.0,1
-86.67,-120.0,-83.31,-100.0,-120.0,-120.0,1
-85.31,-120.0,-85.53,-98.67,-98.0,-120.0,1
-88.45,-120.0,-82.33,-83.5,-104.0,-120.0,1
-89.93,-120.0,-81.67,-86.33,-101.0,-120.0,1
-92.1,-120.0,-76.0,-85.0,-103.0,-120.0,1
-89.18,-120.0,-78.83,-120.0,-95.38,-120.0,1
-82.12,-120.0,-82.0,-95.75,-120.0,-120.0,1
-86.76,-120.0,-81.88,-85.0,-120.0,-120.0,1
-90.44,-120.0,-77.08,-93.5,-93.0,-120.0,1
-91.13,-120.0,-82.67,-91.0,-104.0,-120.0,1
-92.35,-120.0,-82.16,-96.0,-104.67,-120.0,1
-94.14,-120.0,-81.0,-88.0,-108.0,-120.0,1
-94.6,-120.0,-81.67,-89.5,-120.0,-120.0,1
-95.33,-120.0,-81.2,-88.0,-96.67,-120.0,1
-93.71,-120.0,-87.18,-101.5,-96.0,-120.0,1
-93.2,-120.0,-87.59,-120.0,-120.0,-120.0,1
-91.44,-120.0,-86.0,-120.0,-120.0,-120.0,1
-88.59,-120.0,-87.89,-94.0,-120.0,-120.0,1
-87.4,-120.0,-86.0,-102.5,-120.0,-120.0,1
-88.09,-120.0,-90.29,-120.0,-120.0,-120.0,1
-87.29,-120.0,-90.71,-88.33,-120.0,-120.0,1
-79.28,-120.0,-91.33,-120.0,-120.0,-120.0,1
-79.42,-120.0,-93.18,-120.0,-120.0,-120.0,1
-77.6,-120.0,-91.85,-88.67,-105.67,-120.0,1
-85.25,-120.0,-86.72,-88.67,-120.0,-120.0,1
-89.0,-120.0,-85.6,-120.0,-120.0,-120.0,1
-90.63,-120.0,-80.86,-91.0,-94.0,-120.0,1
-87.92,-120.0,-81.44,-107.0,-120.0,-120.0,1
-92.22,-120.0,-85.9,-91.0,-108.0,-120.0,1
-92.18,-120.0,-83.0,-87.0,-120.0,-120.0,1
-87.5,-120.0,-77.47,-89.33,-120.0,-120.0,1
-91.8,-120.0,-84.55,-105.0,-94.5,-120.0,1
-94.75,-120.0,-85.88,-95.67,-106.0,-120.0,1
-92.43,-120.0,-82.17,-120.0,-120.0,-120.0,1
-93.6,-120.0,-81.83,-86.0,-120.0,-120.0,1
-99.67,-120.0,-83.08,-108.5,-98.0,-120.0,1
-91.22,-120.0,-89.27,-120.0,-120.0,-120.0,1
-89.86,-120.0,-85.42,-105.5,-120.0,-120.0,1
-89.67,-120.0,-81.35,-94.0,-97.5,-120.0,1
-88.06,-120.0,-82.05,-94.0,-120.0,-120.0,1
-86.5,-120.0,-86.33,-107.0,-107.5,-120.0,1
-88.89,-120.0,-87.67,-120.0,-120.0,-120.0,1
-85.27,-120.0,-92.13,-96.0,-120.0,-120.0,1
-85.89,-120.0,-88.44,-94.0,-120.0,-120.0,1
-86.42,-120.0,-89.08,-120.0,-120.0,-120.0,1
-83.3,-120.0,-91.0,-120.0,-120.0,-120.0,1
-82.5,-120.0,-90.0,-120.0,-120.0,-120.0,1
-77.95,-120.0,-88.58,-95.0,-120.0,-120.0,1
-78.81,-120.0,-85.47,-82.5,-120.0,-120.0,1
-88.11,-120.0,-82.5,-85.0,-120.0,-120.0,1
-89.0,-120.0,-83.88,-107.0,-109.0,-120.0,1
-85.55,-120.0,-79.67,-106.5,-111.0,-120.0,1
-87.67,-120.0,-85.05,-106.0,-120.0,-120.0,1
-90.73,-120.0,-81.25,-86.0,-120.0,-120.0,1
-91.89,-120.0,-83.09,-91.0,-101.0,-120.0,1
-92.92,-120.0,-81.64,-120.0,-109.0,-120.0,1
-93.0,-120.0,-83.47,-91.0,-95.67,-120.0,1
-92.43,-120.0,-75.5,-107.0,-108.0,-120.0,1
-92.43,-120.0,-79.5,-120.0,-95.0,-120.0,1
-79.0,-120.0,-83.75,-101.5,-120.0,-120.0,1
-78.48,-120.0,-88.81,-88.0,-99.0,-120.0,1
-86.44,-120.0,-84.21,-94.0,-120.0,-120.0,1
-89.08,-120.0,-84.75,-98.0,-120.0,-120.0,1
-88.0,-120.0,-86.29,-104.0,-97.0,-120.0,1
-90.0,-120.0,-80.36,-120.0,-120.0,-120.0,1
-94.33,-120.0,-76.14,-84.5,-120.0,-120.0,1
-94.8,-120.0,-83.0,-87.0,-120.0,-120.0,1
-93.88,-120.0,-82.67,-106.5,-108.5,-120.0,1
-94.86,-120.0,-84.59,-120.0,-120.0,-120.0,1
-92.63,-120.0,-83.53,-120.0,-120.0,-120.0,1
-90.15,-120.0,-80.33,-120.0,-120.0,-120.0,1
-87.81,-120.0,-82.53,-97.0,-120.0,-120.0,1
-87.94,-120.0,-85.67,-103.0,-120.0,-120.0,1
-88.92,-120.0,-84.25,-103.33,-120.0,-120.0,1
-86.38,-120.0,-89.2,-103.5,-120.0,-120.0,1
-81.85,-120.0,-87.0,-105.0,-120.0,-120.0,1
-76.5,-120.0,-89.15,-89.0,-120.0,-120.0,1
-75.67,-120.0,-89.3,-120.0,-120.0,-120.0,1
-88.29,-120.0,-89.44,-83.0,-120.0,-120.0,1
-92.08,-120.0,-87.75,-120.0,-97.0,-120.0,1
-87.38,-120.0,-86.46,-92.33,-120.0,-120.0,1
-87.75,-120.0,-87.44,-93.0,-120.0,-120.0,1
-89.57,-120.0,-86.08,-93.5,-120.0,-120.0,1
-90.83,-120.0,-81.43,-90.33,-120.0,-120.0,1
-88.63,-120.0,-75.17,-89.0,-96.0,-120.0,1
-91.64,-120.0,-76.84,-93.0,-120.0,-120.0,1
-93.38,-120.0,-80.82,-101.67,-120.0,-120.0,1
-90.77,-120.0,-83.64,-120.0,-120.0,-120.0,1
-94.57,-120.0,-84.08,-89.0,-120.0,-120.0,1
-94.43,-120.0,-83.5,-120.0,-108.0,-120.0,1
-94.0,-120.0,-84.71,-120.0,-120.0,-120.0,1
-92.67,-120.0,-84.88,-94.5,-120.0,-120.0,1
-91.07,-120.0,-83.23,-101.5,-120.0,-120.0,1
-89.27,-120.0,-80.88,-92.0,-97.0,-120.0,1
-86.57,-120.0,-90.0,-120.0,-120.0,-120.0,1
-86.38,-120.0,-87.4,-92.0,-120.0,-120.0,1
-85.92,-120.0,-88.22,-90.5,-120.0,-120.0,1
-87.76,-120.0,-83.72,-120.0,-120.0,-120.0,1
-85.29,-120.0,-89.75,-120.0,-120.0,-120.0,1
-84.82,-120.0,-87.7,-120.0,-120.0,-120.0,1
-84.47,-120.0,-89.4,-88.0,-120.0,-120.0,1
-79.5,-120.0,-86.88,-85.0,-120.0,-120.0,1
-80.76,-120.0,-86.26,-98.33,-120.0,-120.0,1
-89.29,-120.0,-85.2,-103.5,-120.0,-120.0,1
-89.04,-120.0,-85.96,-87.0,-120.0,-120.0,1
-79.0,-120.0,-82.5,-106.0,-120.0,-120.0,1
-84.06,-120.0,-85.95,-88.0,-120.0,-120.0,1
-88.7,-120.0,-86.8,-100.0,-120.0,-120.0,1
-90.92,-120.0,-85.77,-104.0,-99.5,-120.0,1
-87.17,-120.0,-86.25,-87.0,-120.0,-120.0,1
-90.08,-120.0,-85.6,-98.0,-108.0,-120.0,1
